what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121409351
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121409741
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordPrevious",1366121411036
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121464925
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121465315
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121465795
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121465835
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121465865
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121465895
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121465925
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121465955
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121465985
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466025
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466055
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466085
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466105
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466136
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466168
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466199
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466230
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466261
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466292
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466324
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466355
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466402
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466417
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466448
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466480
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466526
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466558
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466589
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466620
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466636
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466667
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466698
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466729
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466760
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466792
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466823
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466854
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466885
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466932
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121466948
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121467072
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121467353
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.select.wordNext",1366121467540
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366121510528
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366121527797
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366121602126
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366121623951
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366121661622
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366121673322
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366121691165
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366121702740
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366121706484
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366121725111
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366121791366
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366121852180
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366121958967
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122370001
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122438095
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122438953
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1366122450702
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1366122454872
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122472500
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122474620
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122495380
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122495564
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122518856
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122520853
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122609616
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122611940
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122650602
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122661388
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366122709386
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366122718606
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366122721458
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122728954
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122732464
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122753114
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122753317
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122768554
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122768754
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1366122788242
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1366122792852
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122808215
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122834658
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366122844410
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366122849792
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366122859388
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366122877361
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366122884834
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366122889763
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122905049
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122913972
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366122916187
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122948280
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122948483
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122968481
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122968652
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366122988385
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123005640
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123020675
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123021564
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123074401
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123074604
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123076975
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123077169
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123085808
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123104466
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366123106088
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123118568
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123237930
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366123240348
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123249024
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123665657
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123667823
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123690988
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366123692829
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366123703499
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123707976
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123732387
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123736795
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123743799
activated,view,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.PackageExplorer",1366123748620
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366123748776
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123770825
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123781932
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123815563
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123815735
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1366123820275
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1366123823769
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123861256
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123927689
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1366123946624
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366123948761
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366123964642
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366124059341
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366124065497
executed,command,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1366124082017
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1366124105511
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.file.save",1366124221819
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366124223539
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366124247913
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366124248069
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366124253077
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366124253217
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1366124260503
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1366124262047
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366124267257
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366124311714
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366124337376
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366124352430
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366124365487
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366124366907
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366124368670
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366124374332
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366124376314
activated,editor,org.eclipse.jdt.ui,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1366124380151
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366124419962
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366124420149
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.copy",1366124438838
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.cut",1366124444313
executed,command,org.eclipse.ui,3.6.1.M20100826-1330,"org.eclipse.ui.edit.paste",1366124453486
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366124472035
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366124472159
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366124473314
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366124482565
deactivated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366124492057
activated,workbench,org.eclipse.ui.workbench,3.6.1.M20100826-1330,"",1366124566408
